"","October.2014","November.2014","December.2014","January.2015","February.2015","March.2015","totals"
"funny",0.00139337642730936,0.00133791009338766,0.00132081954491031,0.00173330985782646,0.00138216861083368,0.00195999808227895,0.00150770342583982
"wait",0.00142399260857348,0.00133672767174083,0.00163816612166095,0.00146355113154039,0.00145408501326817,0.00180004271287793,0.0015045511885394
"gonna",0.00163966659658963,0.00137042668867547,0.00206187803394874,0.0012840263847929,0.00133934198915921,0.00126482420163965,0.00149731271770139
"far",0.00179989127853853,0.00163381111050676,0.00135475848421,0.001303833843716,0.00167549056683054,0.00115150432141005,0.00149591172334564
"account",0.00175056520872411,0.00184782942858291,0.00118261458590645,0.00110292961749596,0.00101814232660067,0.00207898395652003,0.00149293461033969
"supporting",0.00173661783725935,0.0014194971870189,0.00147127051293983,0.00189365595387063,0.00115147048841742,0.00110399714085225,0.0014896072487448
"charity",0.00129948680476605,0.000768574070439222,0.00304610727363952,0.00163867422074941,0.00128479865023417,0.000832029428301204,0.00148429514514593
"dont",0.00158081549260415,0.00144373683077891,0.00191807489939029,0.00118373147373782,0.001019354400799,0.00169413220943257,0.00147034357635332
"listen",0.00165871666493175,0.00145822149595257,0.00151255705765491,0.00139123818626557,0.00154135435554823,0.00116022123527386,0.00146135386257063
"little",0.00110898612134485,0.00155163280605211,0.00157623630458833,0.00157076293301306,0.00131267635679586,0.00160173292247613,0.00145551638608836
"words",0.00144474357587472,0.00129179564916131,0.00167210506096063,0.00144625890549641,0.00113207730124407,0.00176953351435458,0.00145107990396184
"thinks",0.00121138023868375,0.00126962524328325,0.0015345998739011,0.00155787236450755,0.00164034041507885,0.00155945589023662,0.00144973728437092
"left",0.00152298492799414,0.00146295118253989,0.00150311013640655,0.00137551798077104,0.00155913144379046,0.0012295207004912,0.0014463515480112
"feminism",0.00211659866472628,0.00169766187943556,0.00137715118642834,0.00114537417233118,0.000959154715615071,0.00117373245176278,0.00143666133705064
"stuff",0.0014372596204546,0.00140649054890378,0.00163046863027339,0.00121517188472688,0.00150822432746043,0.00145964722649593,0.00143543546698936
"idea",0.00142671404690807,0.0017591478050707,0.00150241036446222,0.00141513289861725,0.00117369184872021,0.00119073043379722,0.00143467659504667
"tim",3.23170802232396e-05,8.42475423366071e-05,0.000195236372466213,0.000309688048242167,0.0002723126698924,0.00956289035429896,0.00143239997921858
"attention",0.00115082823573915,0.00149369414535746,0.00173473464997757,0.00130194741905666,0.00157973670516214,0.00125654313346903,0.00142014127860582
"online",0.00105251627590214,0.0012755373515174,0.0013803001601778,0.00139878388490294,0.00144842866700928,0.00214392496480546,0.00141891540854455
"used",0.00150903755652938,0.00129741215198375,0.00126028927172634,0.00158428230973835,0.0014682258789154,0.00133412366685699,0.00141039269288044
"years",0.00133928784040941,0.00159508680157309,0.00146497256544092,0.00160377536455157,0.00120480175314412,0.00110051037530673,0.00140846632564129
"comments",0.000753838418681041,0.000968107723341713,0.000852672114157996,0.00317139425646572,0.00174013452407503,0.000770139339868113,0.00140618970981321
"change",0.00167606583431475,0.00101333535133294,0.00143488237183502,0.00134502078211166,0.00150822432746043,0.00156686526702086,0.00140461359116299
"ok",0.00165497468722169,0.00139171027831841,0.00114552667285732,0.00156887650835372,0.00138014848716979,0.00118375690270617,0.00139918473803449
"culture",0.00122022491327116,0.00155281522769894,0.00185264622259606,0.00126516213819947,0.00110177544628572,0.00132845767284551,0.00139714162126569
"minorities",0.00102700279151537,0.000864645829244125,0.000973382774553773,0.00165313680980438,0.000770879190140504,0.00349984091632199,0.00139644112408782
"coming",0.00176009024289517,0.0014594039175994,0.00138729787962103,0.00101018040507826,0.0014516608648715,0.00130230693125406,0.00139340563631704
"kotaku",0.00102530189255625,0.000977271491104642,0.000938394177337606,0.00165533763857361,0.00318331086955819,0.000748782900901765,0.00139305538772811
"joke",0.0014012005625213,0.00126844282163642,0.00124034577131313,0.000863668089869271,0.000923600539130603,0.00298336376989091,0.0013912457700186
"maybe",0.00133078334561382,0.00146856768536233,0.00143383271391853,0.00111330495312235,0.00169407570453833,0.00133978966086847,0.00138850215607194
"sites",0.00154849841238091,0.00113601159719151,0.00127323505269633,0.00161729474127686,0.00164640078607052,0.00110051037530673,0.00138803515795336
"journos",0.00165395414784622,0.00136510579126474,0.00100347296815968,0.00135916896705674,0.00186255401810677,0.00102554491607791,0.00137962919181889
"fact",0.00158557800968968,0.00138816301337792,0.00144397940711122,0.00126013167244122,0.00135065468167699,0.00120075488474061,0.0013770607021667
"wonder",0.00114164338135992,0.00124449878328813,0.00138065004614996,0.00146512315208984,0.00156599986424769,0.00151674301230392,0.00137344146674769
"kind",0.00149236874673002,0.00141861037078378,0.00127918311422307,0.00128811363822148,0.00123308348443858,0.00151238455537202,0.00136953035750457
"doxxing",0.00217647030808723,0.00117710074941884,0.00168050232429251,0.00160880583030981,0.000760778571821053,0.000471149194339236,0.00135803052883451
"email",0.00172301064558641,0.00220787682004252,0.00218993629975991,0.000751425822638353,0.000310695019506314,0.000566163555454827,0.00135727165689181
"journalist",0.00155428146884191,0.00120547886894275,0.000775347314310266,0.00137331715200181,0.00187952305688345,0.00141475512009728,0.00135014993558345
"win",0.00111238791926309,0.00199326729114295,0.00140619172211776,0.00125950286422144,0.00107147359132737,0.00103382598424854,0.00134623882634033
"pro",0.00171382579120717,0.00141092463007939,0.00155629280417512,0.0013204972615402,0.00101652622766955,0.000836823730926303,0.00133649024061494
"steam",0.000357188781414753,0.000836563315131923,0.00240371662875069,0.001025271802353,0.00271666230319955,0.000916147647087025,0.00133310450425523
"ethical",0.00129268320892958,0.00128854398963253,0.00101431943329669,0.00167703152215606,0.00125247667161193,0.00145049446693892,0.00133211213325324
"watch",0.00192439708234596,0.0012353350155252,0.00110424012814224,0.00120228131622137,0.00145206488960428,0.0010495164292034,0.0013319953837236
"okay",0.0011933507097171,0.00165272985685604,0.00125399132422743,0.00136734347391389,0.00117328782398743,0.00119465304503594,0.0013237645418836
"happy",0.000863376311648232,0.00126193950257886,0.00145727507405337,0.00144877413837554,0.00112722900445074,0.00184798573912892,0.00131985343264048
"live",0.00171926866787635,0.00127908461645789,0.00142998396822476,0.00109884236406738,0.00106096894827514,0.00131145969081107,0.00131915293546261
"harassing",0.00123179102619316,0.00108191580684906,0.00136315574754188,0.00115103344630921,0.0018896236752029,0.00132279167883403,0.00131635094675112
"randi",2.38125854276502e-06,0.00107009159038076,0.000822581920552092,0.000980312014638655,0.0013874209323598,0.00435802108621464,0.00131512507668985
"heard",0.00116919794449763,0.00165627712179652,0.00101257000343588,0.00138463569995787,0.00137489616564368,0.00120467749597932,0.0013137240823341
"comment",0.000880725481031235,0.00078926644925874,0.00124034577131313,0.00241430915984934,0.00151549677265043,0.000971500050122255,0.00131127234221155
"racist",0.000748735721803688,0.00103402773015246,0.00149121401335305,0.00142487942602386,0.001192276986428,0.00218489445996539,0.00131092209362262
"face",0.00146719544213508,0.000997372659100745,0.000888360483318487,0.00125635882312254,0.00139913764961036,0.00206721612280388,0.00130922922544276
"instead",0.00149747144360738,0.00116705016542079,0.00158918208555832,0.00120699737786972,0.00112440083132129,0.0012391093057414,0.00130508461714035
"cause",0.00173389639892476,0.00111857087790078,0.0011630209714654,0.00119159157648509,0.00141772278731815,0.00115934954388748,0.00129381828752957
"trolls",0.00266564884872953,0.00108250701767247,0.000851972342213673,0.000958303726946319,0.00115106646368464,0.000875613997620283,0.00127484648896221
"finally",0.00121001951951645,0.00112211814284126,0.00110773898786386,0.00121171343951808,0.00161327075798272,0.00151282040106521,0.00127472973943256
"means",0.00148454461151808,0.0014073773651389,0.00107659913634147,0.00113562764492457,0.0011389457217013,0.00135548010582333,0.00126924251153923
"started",0.00129234302913776,0.00134796067738571,0.00141878761711558,0.00128874244644126,0.00116359123040076,0.000995471563247748,0.00126538977706094
"site",0.00132874226686288,0.00091282951135243,0.00123824645548016,0.00179870591268369,0.00105531260201625,0.00122385470647972,0.00126521465276647
"wikipedia",0.00056912079172084,0.000859620537245099,0.0017070936581768,0.00268406788613541,0.000865420977610565,0.000662049607956799,0.00126428065652931
"freedom",0.00116341488803663,0.00104319149791539,0.00174383168525378,0.00109129666543001,0.000326451984084658,0.00234572152075279,0.00126054467158065
"series",0.00140528272002319,0.00147802705853697,0.00171024263192626,0.00128182555602367,0.00107106956659459,0.000365674536587067,0.00126007767346207
"response",0.00124369731890699,0.00109521805037589,0.00118121504201781,0.00130760669303469,0.00146256953265651,0.00131494645635659,0.00125698381092647
"goes",0.00116035326991021,0.00123060532893788,0.00100207342427103,0.00124692669982582,0.00165165310759663,0.00132061245036807,0.00125634168851342
"told",0.00169069356536317,0.00105619813603052,0.000982479809829976,0.00105796982978161,0.00138095653663535,0.00145093031263212,0.00125289757738889
"bullying",0.00414236932503567,0.00107659490943833,0.000442255868812354,0.000334211568813628,0.000734920988923258,0.000650717619933839,0.00125260570356477
"male",0.00118212477658692,0.000984957231809034,0.00138974708142616,0.00129094327521049,0.00114662219162408,0.00160652722510123,0.00124974534008846
"articles",0.00153863319841803,0.000960421982637321,0.00117771618229619,0.00139469663147437,0.00135186675587533,0.00106084841722637,0.00124653472802321
"vs",0.00173967945538576,0.000773599362438248,0.00114517678688515,0.00156447485081525,0.00123187141024025,0.00101116200820262,0.0012462428541991
"retweet",0.00067661760593709,0.00166544088955945,0.00186489223162171,0.00125038514503462,0.00127591010611306,0.000547858036340814,0.00124600935513981
"boost",0.00175634826518512,0.00200656953466979,0.0014569251880812,0.000771862089781238,0.000577351343139822,0.000558318332977393,0.00124221499542634
"blocked",0.00039494873830717,0.00107363885532125,0.00154054793542784,0.0015097685356943,0.0010763218881207,0.00197133007030191,0.00123666939276818
"zoe",0.00118892837242339,0.000835085288073386,0.00103286338982126,0.00217410441989298,0.0010524844288868,0.00104210705241916,0.00123655264323854
"happened",0.00123621336348687,0.00107659490943833,0.00105140734634583,0.00127302224094673,0.00135550297847033,0.00151456378383797,0.00123521002364762
"telling",0.00127091170225287,0.00137249592655743,0.00135370882629351,0.00088096031591325,0.00124964849848248,0.0013049220054132,0.0012338674040567
"old",0.000987541935663837,0.00100121552945294,0.00114167792716354,0.00139092378215568,0.00140358192167092,0.00159693861985103,0.0012325831592306
"matter",0.00171042399328893,0.0015554756764043,0.00102761510023883,0.000972451911891392,0.000991476694237314,0.000965398210417584,0.00122522793886294
"diversity",0.000452439123125354,0.000869671121243151,0.000689275365158495,0.0031786255509932,0.000778959684796064,0.00116501553789896,0.00122312644732933
":)",0.00102224027442984,0.00171628502037312,0.000887310825402002,0.000952644452968289,0.00134378626121977,0.00136594040245991,0.0012163549746099
"issues",0.000959647192734304,0.000992347367101719,0.00127288516672416,0.00116832567235319,0.00158175682882603,0.00145223784971169,0.00121296923825018
"community",0.000903517527083414,0.00152975800558576,0.00137155301087376,0.000895737309078104,0.000903803327224479,0.0016976189749781,0.00121022562430352
"black",0.00162367814637392,0.0011714842465964,0.00067143118057825,0.00124283944639724,0.00125368874581026,0.00131407476497021,0.00120987537571458
"false",0.00144134177795649,0.00129652533574863,0.00122530067451018,0.00123780898063899,0.00115349061208131,0.000777984562345547,0.00120847438135884
"art",0.000642259446962909,0.0014112202354911,0.00133971338740704,0.000993516987254057,0.00117086367559077,0.00179742763871879,0.00120678151317898
"awesome",0.0011875676532561,0.00154424267075942,0.00123159862200909,0.000759914733605398,0.0012880308480964,0.00120642087875209,0.00120298715346551
"ignore",0.00120083466513722,0.00181324359541315,0.00103531259162639,0.000891964459759418,0.00119874138215245,0.000929223017882749,0.00120012678998919
"facts",0.00139371660710119,0.00106151903344125,0.00134986008059973,0.00115260546685866,0.00128075840290639,0.000928787172189558,0.00119744155080735
"chu",0.000180975649250142,0.00234888060142695,0.00151500625946004,0.000891650055649527,0.000984608273780088,0.000937939931746564,0.00118109661665701
"leave",0.00122328653139757,0.00120459205270763,0.00125679041200473,0.000980940822858436,0.00111551228720017,0.00133543120393656,0.00117963724753644
"developers",0.000914063100629945,0.00144107638207354,0.000557368353653544,0.000709924480132804,0.00203022428220966,0.00161873090451057,0.00117636826070637
"stream",0.0017791403112373,0.00148127871806575,0.00100312308218752,0.000874672233715439,0.00100319341148788,0.000767088420015778,0.00117525914017474
"war",0.00157809405426956,0.00108605428261296,0.00165985905193497,0.000714954945891053,0.000944205800502284,0.00106738610262423,0.00117432514393758
"harassed",0.00123927498161328,0.00125070649693398,0.00103216361787693,0.00150536687815583,0.00110460361941517,0.000769267648481732,0.00117397489534864
"word",0.00108245209758261,0.00112507419695834,0.00124734349075636,0.00117932981619936,0.0012512645974136,0.00114540248170538,0.00116918816463318
"ben",0.0003997112553927,0.000613085623881133,0.000510133747411719,0.00152894718639762,0.00143267170243094,0.0030025409803913,0.00116778717027744
"looking",0.00151277953423944,0.00110172136943345,0.000945741782753001,0.00112242267230917,0.00127308193298361,0.00101726384790729,0.00116352581244538
"holy",0.00102530189255625,0.00106831795791052,0.00117071846285296,0.00132238368619955,0.00147792247250208,0.000900457202132157,0.00116189131903035
"issue",0.00134030837978488,0.00132135619033205,0.000864918123183654,0.00112902515861687,0.00119672125848856,0.00106477102846508,0.00116037357514496
"hit",0.00131003237831259,0.000794587346669473,0.000739309059177614,0.00203922505674994,0.00124075995436137,0.000717837856685219,0.00115908933031886
"followers",0.000684441741149032,0.00171598941496142,0.000950990072335426,0.000991630562594714,0.000926024687527272,0.00166013624536369,0.00115523659584056
"message",0.00132329939019371,0.00137515637526279,0.0011346802077203,0.00107714848048494,0.00067270118007544,0.00122254716940015,0.00114887374647489
"igda",0.000132329939019371,0.00112507419695834,0.000313497831056859,0.00259603473536606,0.000554725958104251,0.00211472330336168,0.00114256927187405
"polygon",0.000434069414366881,0.00106536190379345,0.00157098801500591,0.00109255428186957,0.00151388067371932,0.00125044129376436,0.00113603129821391
"gone",0.00103006440964178,0.00111029392637297,0.00111543647925141,0.00129031446699071,0.00128358657603584,0.000933581474814657,0.00113217856373561
"daily",0.00102836351068267,0.00164859138109213,0.00153075112820732,0.0007432513157812,0.000909459673483372,0.000672509904593378,0.00111688437535207
"kuchera",0.000238806213860149,0.000507850097313302,0.000565765616985424,0.0015361784809251,0.00119995345635078,0.00315072851607617,0.00111624225293902
"supports",0.000829698512257698,0.00123090093434959,0.00127568425450146,0.00114505976822129,0.000703003035033793,0.00148143951115547,0.00111087177457534
"bullshit",0.000898414830206061,0.00110467742355053,0.00129562775491467,0.000989744137935371,0.00134419028595254,0.00106433518277189,0.00110900378210101
"totally",0.000738190148257157,0.000875287624065591,0.0011931111650713,0.00197508661833227,0.00086865317547279,0.000872127232074756,0.00110760278774527
"criticism",0.00104163052256379,0.000836267709720215,0.000885561395541193,0.00180876684420019,0.00119752930795412,0.000780599636504692,0.00110503429809307
"image",0.00080316448849546,0.00102102109203734,0.000816633859025344,0.00145600543290302,0.00116116708200409,0.00142695879950662,0.00110491754856343
"welcome",0.000945699821269537,0.00144373683077891,0.0011091385317525,0.00092937854883639,0.00122742713817969,0.000889996905495578,0.00110153181220371
"discussion",0.00156108506467838,0.00109374002331735,0.000868766868877433,0.000807075350088976,0.00129853549114863,0.0010024450943388,0.00110053944120173
"open",0.000883106739574,0.00132785950938961,0.00090165615026063,0.000842603014506606,0.00114136987009797,0.0016030404595557,0.00110024756737761
"leigh",0.000524217059200128,0.000619293337526989,0.000833778271661266,0.000898252541957228,0.0020185075649591,0.0020807273392928,0.00108845586488343
"troll",0.00144542393545837,0.00113009948895736,0.000757503129730021,0.000912086322792412,0.0011021794710185,0.00120293411320656,0.00108728836958698
"taking",0.0011688577647058,0.00106536190379345,0.00126168881561499,0.00084543265149562,0.00119429711009189,0.00099111310631584,0.0010837275089328
"harper",6.80359583647149e-07,0.000809958828078257,0.000574162880317305,0.000588878897824952,0.000968851309201744,0.00428610654683816,0.00107923265204145
"hatred",0.000467066854173768,0.000478880766965977,0.00404013332055083,0.000560896932044696,0.000463012343763636,0.000431051390565684,0.0010775397838616
"indie",0.000838203007053288,0.00122173716658666,0.00092894725608924,0.000682571322572329,0.00211426142662749,0.00076839595709535,0.00107520479326869
"write",0.00132806190727924,0.001139558862132,0.000904805124010085,0.000987543309166137,0.00106864541819792,0.000993292334781794,0.00107467942038529
"hit:",0.000698389112613799,0.000975793464046105,0.00135090973851622,0.00158396790562846,0.00114823829055519,0.000540448659556571,0.00107030131302359
"lying",0.00098209905899466,0.000837450131367045,0.00107205061870336,0.00121957354226534,0.0013155045299253,0.00102423737899834,0.00106644857854529
"consumer",0.00189684251920825,0.00135121233691449,0.000779196060004045,0.000970251083122159,0.000499778594446438,0.000654640231172556,0.0010623623450077
"mad",0.00103210548839273,0.000780102681495811,0.00108884514536712,0.00121297105595764,0.000987436446909534,0.00132104829606126,0.00105763398905707
"claim",0.0010446921406902,0.00111502361296029,0.000922999194562492,0.00123120649433129,0.000946225924166174,0.00103295429286216,0.00105710861617366
"opposition",0.000830378871841346,0.00100091992404123,0.000835527701522074,0.00192572517307946,0.000950670196226732,0.000613670736012622,0.00105664161805508
"damn",0.000748395542011864,0.00082326107160509,0.00157448687472753,0.000977482377649641,0.00116803550246132,0.0011301478824437,0.00105529899846416
"mind",0.00109197713175367,0.0011756227223603,0.0011584724538273,0.000742308103451528,0.000970063383400078,0.00121949624954781,0.00105413150316771
"angry",0.00124029552098875,0.00121434703129397,0.000808586481665625,0.000890706843319856,0.000953498369356179,0.00121600948400228,0.00105354775551948
"kill",0.00110116198613291,0.00107718612026174,0.0013428623611565,0.000985656884506794,0.000972487531796746,0.00076272996308387,0.00105138788922104
")",0.000838203007053288,0.00110852029390272,0.000980380493997006,0.00131358037112261,0.00094501384996784,0.00105518242321489,0.00104806052762615
"opinion",0.000953183776689656,0.00122558003693885,0.000947841098585971,0.00103281750099037,0.00101612220293677,0.00107523132510166,0.00104630928468147
"sides",0.0016696024182701,0.000949484582404147,0.000779895831948368,0.000900453370726462,0.0011462181668913,0.000784086402050218,0.00104193117731977
"gender",0.000950802518146891,0.0012433163616413,0.0009831795817743,0.00117964422030925,0.000946225924166174,0.000842053879244592,0.0010412306801419
"days",0.000727304394918803,0.000926722965702678,0.00121270477951236,0.001217687117606,0.00128681877389806,0.000862102781131368,0.00103761144472289
"developer",0.000757580396391101,0.00161252752086383,0.000689625251130657,0.00077940778841861,0.000857744507687783,0.00151979393215626,0.00103568507748374
"ones",0.00115967291032657,0.00122587564235056,0.000835877587494236,0.00103627594619917,0.000880773917456131,0.000949271919769525,0.0010273374861141
"public",0.00089739429083059,0.00134204856915157,0.00105735540787257,0.00103784796674862,0.000703811084499349,0.00102292984191877,0.0010268121132307
"patrol",0.00255202879826046,0.00129918578445399,0.000557718239625706,0.000521910822418271,0.00036321823476746,0.000667279756275088,0.00102628674034729
"boycott",0.000652124660925793,0.00235863558001329,0.000643790188777477,0.00108752381611132,0.00044563928025418,0.000521707294749367,0.00102126651057255
"campaign",0.000970532946072658,0.000878243678182665,0.00118996219132185,0.000970251083122159,0.00114298596902908,0.00101769969360048,0.00102009901527609
"focus",0.0010072723635896,0.00171007730672727,0.000792491726946188,0.000871213788506643,0.000856532433489448,0.000671202367513805,0.00101817264803694
"folks",0.00141446757440242,0.000997077053689037,0.000910403299564672,0.000931264973495734,0.000849664013032222,0.000975422661360972,0.00101782239944801
"behind",0.0010433314215229,0.000698219982452863,0.00105385654815096,0.00107714848048494,0.00115106646368464,0.00117547583453554,0.00101647977985709
"hear",0.00119437124909257,0.00102161230286075,0.000755053927924889,0.000758971521275726,0.0014112583915937,0.00103251844716896,0.00101577928267921
"neutral",0.00134473071707859,0.00119040299294567,0.000852322228185834,0.000765888411693318,0.00063553090465986,0.00128923156045834,0.00101472853691241
"abuse",0.000769826868896749,0.00110999832096126,0.00106330346939932,0.000878130678924235,0.000837543271048881,0.00144831523847297,0.0010067311941317
"sent",0.00148590533068537,0.00109019275837687,0.0011255831724441,0.000923719274858361,0.000453719774909741,0.000823748360130579,0.0010054469493056
"top",0.000701110550948387,0.000690534241748471,0.000916001475119259,0.00145946387811181,0.00121692249512746,0.00107392378802209,0.00100013484570674
"lost",0.0011817845967951,0.000827103941957286,0.00164971235874229,0.000770918877451566,0.00065411604236765,0.000864717855290513,0.000994822742107878
"supporter",0.00115967291032657,0.000839223763837289,0.0011301316900822,0.000856122391231898,0.00104561600842957,0.000962783136258439,0.00099225425245568
"probably",0.00140494254023136,0.000942094447111462,0.000954139046084881,0.000787267891165873,0.00092642871226005,0.000937504086053374,0.000991904003866744
"lie",0.0011817845967951,0.000681370473985541,0.000907604211787378,0.00108375096679264,0.00153893020715156,0.000591442605659892,0.000991553755277808
"silence",0.000574903848181841,0.00118656012259348,0.00080753682374914,0.00109727034351793,0.000869057200205568,0.00143393233059768,0.000989043640390434
"fake",0.00135629683000059,0.000770052097497759,0.00102446612648938,0.00076714602813288,0.00104197978583457,0.0010307750643962,0.00098676702456235
"schafer",5.78305646100077e-06,3.75418872868389e-05,4.96838080469575e-05,0.000243977589275047,0.000266252298900729,0.00659826794921526,0.000984198534910153
"happening",0.000796360892658988,0.000689056214689934,0.00115812256785514,0.000891650055649527,0.0012953032932864,0.00120424165028613,0.000979937177078098
"hell",0.000932432809388418,0.00100801445392221,0.00104545928481908,0.00110072878872673,0.000795120674107186,0.000947092691303571,0.000979586928489162
"buy",0.000697708753030151,0.00105265087109003,0.00114377724299651,0.000613088014286523,0.00129126304595862,0.00119203797087679,0.000978477807957531
"000",0.000949441798979597,0.00103668817885783,0.000688925479186333,0.0015927712207054,0.000778151635330508,0.000621951804183247,0.000974041325831009
"ago",0.000883787099157647,0.000952440636521221,0.000869816526793918,0.00106425791197943,0.000900167104629477,0.00119944734766103,0.000973165704358669
"power",0.00104741357902479,0.00110852029390272,0.00104196042509746,0.000805817733649414,0.000902187228293367,0.000880844145938572,0.000970422090412003
"tried",0.00071471774262133,0.000757932275617756,0.00100837137176994,0.00121925913815545,0.00113005717758018,0.00103339013855535,0.000968612472702501
"case",0.000854531637060819,0.00104999042238466,0.000950290300391103,0.000998233048902415,0.000923600539130603,0.00101072616250943,0.000966686105463353
"voice",0.000961348091693422,0.00142481808442964,0.000939093949281929,0.000903911815935258,0.000802393119297191,0.000556139104511439,0.000961257252334845
"become",0.000694987314695563,0.00119631510117982,0.000996825134688605,0.00079104074048456,0.000690478268317673,0.0014234720339611,0.000959097386036406
"igf",9.89923194206602e-05,0.00257206268726603,0.000335190761330882,0.000153114801516685,0.00215547194937085,0.000275454478096575,0.000957579642151017
"drama",0.000411277368314702,0.00182861507682193,0.000513282721161174,0.000464689274418195,0.000930872984320608,0.00163180627530629,0.000956645645913854
"shows",0.00124199641994787,0.000819418201252894,0.000665483119051501,0.000914915959781426,0.00116439927986632,0.000963654827644821,0.000953143160024494
"amazing",0.000938215865849419,0.00125425376187447,0.000900956378316307,0.000896366117297885,0.000865016952877787,0.000728298153321798,0.000947947805955277
"interesting",0.000963729350236187,0.000808185195608013,0.000961836537472438,0.00112713873395753,0.00102177854919567,0.000772754414027258,0.000945846314421661
"advertisers",0.00250134200927874,0.00144285001454379,0.000656386083775298,0.000284535719450925,0.000356349814310233,0.000129882016570853,0.000945379316303079
"trust",0.000652464840717616,0.00128174506516326,0.00087016641276608,0.00124818431626538,0.000761182596553831,0.000688636195241437,0.000944211821006626
"playing",0.000875962963945705,0.00106565750920515,0.00115427382216136,0.000858323220001132,0.000615329668020958,0.0010591050344536,0.000943452949063932
"claims",0.000936855146682124,0.000815870936312405,0.000964635625249731,0.00091145751457263,0.00101733427713511,0.0010591050344536,0.000940884459411734
"attacking",0.000943998922310419,0.000880312916064617,0.000735110427511674,0.000730360747275688,0.00129611134275196,0.00114278740754623,0.000934404860516418
"share",0.0010375483650619,0.000943572474169999,0.000661634373357723,0.000977796781759531,0.00106864541819792,0.000904815659064065,0.000931894745629044
"sexism",0.00100999380192419,0.00114576657577786,0.000569964248651365,0.000594223767693091,0.00127793022977695,0.00103295429286216,0.000927983636385925
"quinn",0.00082697707392311,0.000746403664561168,0.000759952331535153,0.00175814778250781,0.000540989117189798,0.000764473345856633,0.000923080156140821
"violence",0.000847047681640701,0.000697924377041155,0.000876114474292828,0.00131358037112261,0.000697750713507678,0.00109353684421567,0.000920511666488624
"bit",0.000948421259604126,0.00118892496588714,0.000688575593214172,0.0012010236997818,0.000654520067100428,0.000674689133059332,0.000920336542194156
"sjw's",0.000335417274738045,0.000837745736778752,0.00134496167698947,0.000991630562594714,0.000821786306470537,0.00126220912748051,0.000919285796427348
"enjoy",0.000882766559782176,0.000643532981286995,0.0011675694891035,0.00108060692569373,0.000833907048453878,0.000917891029859788,0.000917417803953022
"wanted",0.00081268952266652,0.00103225409768222,0.000925448396367624,0.00105199615169369,0.000941781652105615,0.000653332694092983,0.000916600557245505
"exactly",0.00074227230575904,0.000940616420052925,0.000841825649020984,0.000798586439121932,0.00105329247835235,0.00119552473642232,0.000914148817122953
"realize",0.000777310824316868,0.000873809597007054,0.00107659913634147,0.000908313473473725,0.000841583518376661,0.00103251844716896,0.00091409044235813
"personal",0.00100319020608772,0.000984661626397327,0.00087856367609796,0.00113971489835315,0.000634722855194304,0.000720017085151173,0.000912922947061677
"trans",0.000509589328151715,0.00063052634317187,0.000904805124010085,0.0010020058982211,0.00118742868963466,0.00143567571337044,0.000912806197532032
"harass",0.000625930816955377,0.000654174776108461,0.00070502023390577,0.00139218139859524,0.000976931803857305,0.00118593613117212,0.000912689448002386
"went",0.00108313245716626,0.000632004370230407,0.000837627017355044,0.00107086039828713,0.001026626845989,0.000858616015585842,0.000912572698472741
"seeing",0.00101611703817702,0.000954214268991465,0.00067772912807716,0.00088693399400117,0.00100763768354844,0.000943170080064854,0.000912455948943096
"leader",0.00131275381664717,0.00119838433906177,0.000887310825402002,0.000659934226660211,0.000614521618555401,0.000655511922558937,0.000909070212583381
"liked",0.000913722920838121,0.000875583229477299,0.000729512251957087,0.00120008048745213,0.000941377627372837,0.000733528301640087,0.000908486464935154
"colbert",0.00440566848390711,0.000491887405081102,4.58350623531791e-05,0.000216624431714571,3.11099044239092e-05,2.13564389663484e-05,0.000908369715405509
"signal",0.00139235588793389,0.00139850920278768,0.00118646333160023,0.000576931541649112,0.000364026284233016,0.000237971748482167,0.000904633730456858
"victim",0.000823915455796698,0.000674571549516271,0.000906554553870893,0.000889449226880294,0.00151186055005543,0.000682970201229957,0.000900897745508208
"future",0.000809287724748284,0.000913716327587552,0.000842875306937469,0.000826568404902189,0.000943801775769505,0.00110704806070459,0.000898037382031897
"watching",0.00100693218379778,0.00103284530850563,0.000684726847520393,0.000775320534990033,0.00116641940353021,0.000694738034946108,0.000896519638146508
"page",0.000655186279052205,0.000801090665727036,0.00101746840704614,0.00123875219296867,0.000997941089961763,0.000602338747989662,0.000895235393320409
"shut",0.000582727983393783,0.00129297807080814,0.000772548226532973,0.000566870610132616,0.00110419959468239,0.00107043702247656,0.000892375029844098
"episode",0.000189820323837555,0.000122971851270276,0.000166545722748956,0.000525998075846847,0.00457153985138354,0.000369161302132593,0.000892258280314453
"arthur",0.000208530212387851,0.0017751104973029,0.00088486162359687,0.000734762404814156,0.000684013872593225,0.000895662899507059,0.000889164417778852
":^)",0.00101713757755249,0.000653879170696754,0.000715166927098459,0.00129503052863907,0.000921984440199491,0.000678175898604858,0.000887471549598995
"misogynist",0.0014141273946106,0.000746699269972875,0.000704320461961447,0.00109727034351793,0.000728456593198809,0.000521271449056176,0.000886420803832187
"working",0.00145903112713131,0.000769756492086052,0.000721464874597369,0.00092309046663858,0.00065815628969543,0.000715658628219265,0.000885078184241265
"antis",0.000340519971615398,0.000577317369064539,0.00115007519049542,0.00128434078890279,0.001026626845989,0.000964962364724393,0.000880349828290629
